<<<<<<< HEAD
timestamp,txid,src_ip,dst_ip,src_port,dst_port,input_addresses,output_addresses,input_amounts,output_amounts,geo_country,asn
2026-08-13T22:48:43Z,d3dedaf13a1bb5592dcbe6771f2dff4271d9248c81d705811b5a2b00fc30ee55,28.24.56.70,176.136.36.31,8333,8333,bc1qkYk7SVajk68ASSme7pzB5QDNDfwS8FvUoYJqnr|bc1qYqQnKco36MY8RKWfpLkvVFcTKwUDw5zvtXkQC1,bc1qzYDusdgXH8NfAs4nqdKuu54y62ChYU3Xtb8kxf|bc1qYqQnKco36MY8RKWfpLkvVFcTKwUDw5zvtXkQC1,1.53308014|0.69714387,1.76269935|0.46752466,GB,AS2856
2026-08-13T22:48:55Z,239c8113ec8d4c778a9f08f4e77b9b1cdbf069ea478831c0deffa23c862bb156,158.165.250.63,152.98.35.80,8333,8333,bc1qFpMm2gVerEHkyJx959d8LUxsjQz1CAsDKzYWcw|bc1qnQv82LTh9M1Te9dTMRbNw8Auk4xTr9qVyTnYCf|bc1qmwmjom1KPYodWwy9Q8xaKmi4W2EFiga96KVckv,bc1qATwFjAPY2GdpmUQEp6DRh7JyhkbzVyaCHkPyNS,0.00471432|0.01542030|0.00862772,0.02876234,GB,AS2856
2026-08-13T22:49:00Z,053873cde1c01bf17e75adf2bb8934f0af11af6ecb8f787bc5cb2ff4a513064c,146.5.58.228,183.216.174.126,8333,8333,bc1qCDHAybdDm8mq5DCwMqFBShveKfTZhKEUHuPpGa,bc1qWkTrasajo6NzNe3G4Z8dUoowvgNwLHpZWR7ktN,2.42312547,2.42312547,NL,AS9009
2026-08-13T22:49:05Z,99ebc4a2c62afe52c3423c82d50a6d02b60091ba718aa852c53a503b4fadfff4,99.181.107.246,158.165.250.176,18333,8333,bc1qawqrJWa6ayg6GXhpjj5khbteLg4zNbr1XWZzXd,bc1qQ9pmywS3aibPDCftcvWyGKnx266HgtfYvoLWNJ,0.65859019,0.65859019,GB,AS2856
2026-08-13T22:49:05Z,f2abb6b524d06a8c0a5b21cd5cb941cca81e0d3fb11c65f9dc4baaa551541ca3,160.87.125.49,61.229.142.11,18333,18333,bc1qymY82hftGnBLc1cT6Fv8W8ivAYnKZnJTvXXGWc|bc1quqc3W6MHM8rSxZu1jxbWT4DaQgqYhVq4EJc9KV|bc1q5B1TVmfXK3FKnKmxW5kFHsshejtDU8bFiAJuA5,bc1qkLf6KqVRSuj2XBbF9pSstwbKhALkysxoiQ1cxc|bc1q4BsLfpudKV8WmLmSJZbYV6f3yUpMfH26Fkvxde,0.03772763|0.05359963|0.06559817,0.08001150|0.07691393,DE,AS51167
2026-08-13T22:49:10Z,8e2ed5431f9f5bef735b8847ecd9808f2d58fe677213c9da281dab1a5f69f181,25.150.185.57,45.232.1.180,8333,9050,bc1qtMTQ7AUieHHwbUdQgJkSqETcscXCQccXHLdPrn,bc1qrn4TLLorVKhC8z9D1gqH1WYwYbt1fyYGEejXWT,23.18840028,23.18840028,DE,AS51167
2026-08-13T22:49:15Z,8c37ca8e3467beb48ecdf3a377fff27438bd924931e1ea0cf20e97810de9c711,19.123.40.47,134.54.152.60,8333,8333,bc1qDhLDhyNxLgzWaYBfxRQX8NzSqnwLFzaxki3vBg|bc1qd4qtFJbi2iK9KXexT4h2o4dK1f5TmPXFXT9KyB|bc1qSRmrmv99QHfA3FTsfF4fq6nJvh47kNAWG7n8qW,bc1qU9wZx7HhHkJW8aqeFeMsE2dTdt3TYSHmqxjxfh,0.90776757|0.99334443|0.76371727,2.66482927,US,AS13335
2026-08-13T22:49:22Z,ce042fae5dee1d159b6965ff2d11c1131cc6d38881680b05a155211e94768314,169.234.73.99,44.81.216.196,18333,18333,bc1q7u73C6BuyQLDjpJ6toCGx28nS4LgpaU1uGYA7n|bc1qWG1wjUFLFNkesKZxxZtCo5aaJetTb2SSHxr2Pw,bc1qYacKrJYhg3ecRtDT6M9XSgMvcttwwKLLA1ABtH,0.13371199|0.17734341,0.31105540,NL,AS9009
2026-08-13T22:49:24Z,4f4528a948a7ec904279dc31832b6d135617f7893eb0f38dc785938d41079147,72.71.126.120,167.186.83.26,8333,18333,bc1qhCYkVRwyHt6Lf32EwsucM1CptNN5ooEvsJrKkH|bc1qycSXACbbFd1LXqGF5HQJRopm6QkXKevDAP68Hm,bc1qQoXcBd4nNCptLeCB6uex8ik7iKBdefJZ8K8K1q|bc1qycSXACbbFd1LXqGF5HQJRopm6QkXKevDAP68Hm,0.90777702|0.54012357,0.86004265|0.58785794,GB,AS2856
2026-08-13T22:49:27Z,2c6bb855b7a241786634849bc5f30dacfd10b39a4379be61579860718a7e69d1,200.172.52.22,45.232.1.22,8333,443,bc1qGeEtrdpx9fJCWn4v95P4i7EyHvwFhGd4UBXgwp|bc1qBeDStykbK9UaxQv8YeWDUXdovfy46uy19iuwYu|bc1qRBuLuoJTmCA37SNUTEhsGfEkP3aAKDo9R9MGkb,bc1qErP29yzV8vR2VxpwpER4VVSDErReu86CZeoa8B|bc1q9qxYXhiFYUPNHVS5V9VPXFNMLc7KW7CRTU7Nzk,0.01701148|0.04012743|0.06522627,0.06870824|0.05365694,NG,AS37282
2026-08-13T22:49:38Z,89473ca2874966c33ed6c67ef945bb4a069ec7fa3bd92f6c193613c6e5686889,28.194.49.104,200.172.52.231,443,8333,bc1qmB2p7hd2jJDCuBFp3oCDuED9KW4jVFg938ooEQ|bc1qhqyqLvkUAm5vzBXR1BQ3bCkvzT76qBE5AT7UFm|bc1quBJnancykazezeNyVBvfbjdEVUCgvsVJMHfEot,bc1qTVSiNuBWxBciLPEeYHgpheQ2Vo1ZwbULu1TpYQ|bc1qmB2p7hd2jJDCuBFp3oCDuED9KW4jVFg938ooEQ,1.26583248|1.00709965|1.12925269,2.95804091|0.44414390,SG,AS14061
2026-08-13T22:49:49Z,45fbcb14a67c25ba0fec82f5853c502f26febc62774568dc1f6c0f00a4325e04,178.44.216.233,13.15.47.83,9050,9050,bc1qPcsoJK8dkbRzSuPrtAK3Kn6PViHpXEDubJcmJ9|bc1qjXaRMCWbNbPkrxokitmHgXDGJcLFLrKnEmnYMX,bc1qbEw7eFLbqd6cznq3o4Db5uHxRDH9nfuCLB7mfy|bc1qjXaRMCWbNbPkrxokitmHgXDGJcLFLrKnEmnYMX,0.23789310|0.14628807,0.22242687|0.16175430,GB,AS2856
2026-08-13T22:49:53Z,becbaf5d3b274e8e031bac57f435b50e14d608edaf2952b702674cabbbd0ab6b,148.101.214.27,25.150.185.57,9050,18333,bc1qDfvPYweMqP5diuAHoVJk655XkESW1EnaUAPSiW,bc1qtMTQ7AUieHHwbUdQgJkSqETcscXCQccXHLdPrn|bc1qcYX6vNMmPfkjsm4rhRmyBrXaXg4BPd7mA2noJR,1.24250900,0.94924407|0.29326493,NL,AS9009
2026-08-13T22:50:06Z,addb3d35fea9aafd563664d61e830ebc9ac5eee97d064c207f2e6cc0ac11d09f,61.70.252.164,9.57.185.117,18333,8333,bc1qbfSYoph6mER1wNhkHfKzUyf92cQTJdnv48xDAH|bc1qysuA2uv4zyokaKZJ9RuHrxbEEqEUwVkdR2sZBm|bc1qioyAm4dmnJM5nSYSroV1SDThFj9wxstaUD1859,bc1qFjVneTZpmktjSsubv23csziMnnzAdxJRqe4Ayt|bc1qbfSYoph6mER1wNhkHfKzUyf92cQTJdnv48xDAH,0.71713258|1.17823504|1.28901620,2.52494162|0.65944220,DE,AS51167
2026-08-13T22:50:08Z,6c85b6f0d46736c299c06e3327a4669b55480fb39316c08c475ae4255d076705,169.234.73.74,189.134.91.15,9050,443,bc1qGjKiikpBYB2DxvcbRkBu5zXPn1ib4tw5fsRGu3|bc1qHNnhD3RfsFMobZvAJgzFNwFyL13wxmshp7Z5nx,bc1q4zLyKECupY18cP5x3TXdLdVzNsRXvovf9q9ZhW,0.83755230|1.24921507,2.08676737,SG,AS14061
2026-08-13T22:50:17Z,8c9dd3e83902053a41ee85189a09129188a194deedc5ad4bedff6f74a2bb320e,217.157.122.170,25.150.185.90,8333,18333,bc1q7LNhe2q5s84VeYjW8H32piHeGbrc5undqmwnhm|bc1qed8gVt15nuHByUwj92EW4ZWuzbwB76T4vBjjj2|bc1qk8uTRfcpK7TR7AEYK4YXdJGFvCqMUCEpmZjefK,bc1qJKUGFFgfdqJcPvGA2ceMqFBtuREbg2B6dpgJtY|bc1qJd1MGjn5MsC3HgfZ3teLivfuYSsfaYhFi5DWeV,0.05513656|0.04225019|0.03829348,0.09711114|0.03856909,SG,AS14061
2026-08-13T22:50:18Z,f0393eb7316170010a2ce10396ef42345014fcd5fc5378f41c937e58e1360c65,61.229.142.201,107.137.33.194,443,443,bc1qnNhkMGav7Qw6bBYAxkDqZx9UJw9ePx7ZNCxQQi|bc1q1unqKZcKep8ynwMp2Zd9iHKTnK3GN2VwTfQPsP|bc1qa9t4Lax8sm3dG4PLaKnVEaPVquYfVyEetapAJv,bc1q4c53Z7ZUT7WjoduHPHe6rZ28pjWCsCvS36TynL,8.57866237|3.95966539|5.66902962,18.20735738,US,AS13335
2026-08-13T22:50:18Z,f208141976c5c1f40ffbb941ca43d46e3626de117fda73348120ae2bd5856485,167.186.83.222,28.194.49.210,18333,443,bc1qmNvg8UsWdssPK81YkAWkAaKgcjBLYK5tK1W3EK,bc1qDjhBrvWciUa2Xyp3JCiyFPzWriF6agfQeG5u6o,1.08494368,1.08494368,GB,AS2856
2026-08-13T22:50:24Z,8e86d4ccc13f352825381198747776139cf657416488cb1667a818bd8184c5d8,28.194.49.104,72.216.108.245,8333,8333,bc1qp57kcVn9FpEEQ73H1eT8JieyVzE6NGg86tHsfb,bc1qw3HoXs5FWBkY86jWtzNgoQwXHdccyzupNhjMaA,6.32596691,6.32596691,SG,AS14061
2026-08-13T22:50:41Z,ed33aa9f6900321b42580fddfc3cc9b676e7631e9ec0621fee6b77d828925fbf,158.165.250.176,62.71.52.214,18333,8333,bc1qQ9pmywS3aibPDCftcvWyGKnx266HgtfYvoLWNJ,bc1qzm8K1zGjuvNCRuFQvS3AAfGgjHyUkdnxzhLEyi|bc1qoYDkxiVwW3Jqeg3dTWb5fLQusRxNdXVFgR7r3j,0.12654777,0.09719809|0.02934968,IR,AS58224
2026-08-13T22:51:28Z,6403904e4c8c255c6ae9c05c2947711d1bd8a3384d25874fd95cf6b2f2453c62,212.3.81.46,179.136.174.211,8333,8333,bc1qnbcbCS3F6VJbe2G2HPtzbztZ1nqeX8vbU5tywv|bc1qgtTgdnT7oorD8NvBnNQBmGmB9jsc4MZvcDWiVh|bc1qLGPJp4mwnLYSCNpxkDfQ3r768NrBuMMZkUvCWV,bc1qT8Y1ArjHFXSQLQUzCbtJ7VjvVB9PpU1PyxnD8D,1.09340091|0.67549006|0.32797377,2.09686474,GB,AS2856
2026-08-13T22:51:39Z,4c2435144577377fc8ee93521b3625369bed6bedd90759051247d0d455355c20,148.101.214.127,211.22.235.203,8333,8333,bc1qHJAWcdPAkGU6swYeHdToHNtLfmpzPngPvWoZy8|bc1qe7982ywH2WBxQHtPoDfU36qU4dvgwuFAvhpHW2,bc1qRqwwBNM1EBhPv15YERMH9zSCK7WbHCe4hCjdmr,0.05835099|0.03470460,0.09305559,US,AS13335
2026-08-13T22:51:55Z,f245ba67e63434afdffd23260e08a1b7eb9199bacf7f818e8889bf2dd8eee8b5,168.57.12.13,211.22.235.7,18333,8333,bc1qBoUshYiMCncmygsPFjeuCRLomK9Co1mdSwrd3C,bc1qix3yB6F87UWdPoKBazpEByRYk27pq6SVZ88tUW,0.90421695,0.90421695,US,AS13335
2026-08-13T22:52:02Z,7242cf639491a00a4a1d3d07af9f738246d9d042fab5c028576bbbbd54122a67,60.119.13.201,148.101.214.137,18333,443,bc1qNwcGCD2CvH72vk9Risy8NELWGQtQjBatgyUyn5|bc1q8Ay9sDDbRmQMfUhG3qgeDwbKsAMG4hsJx9wZey,bc1qzzAm2ygU8VtrF21deBjpybzJMx9J4DBn75PmFx,0.58673683|0.50886863,1.09560546,BR,AS28573
2026-08-13T22:52:21Z,054474671f6b88597ce1d731fde397ae584d6ec38f991dbf1c269c280fe4affc,25.119.51.67,45.232.1.251,443,9050,bc1qA7BVWMT8bPrEVLWHw86BtkLunmf3EvwMA6nGPS,bc1q3sVQT3AGrx84oULr3VrfYBeTapBCocZjzNpsLA,0.52301145,0.52301145,GB,AS2856
2026-08-13T22:52:26Z,99f5c610d9b97cee20588cc421815663ec8366055c658d1c5505b04d748965fc,16.116.148.8,99.181.107.245,8333,8333,bc1qUTX6aTHJAU9rKLuY4mHdcTX68t28ZWWr1FGBMW,bc1qiHqu84BWSXLXpqbFRknRXHAaxU1KtVRkMak37b,0.58348259,0.58348259,DE,AS51167
2026-08-13T22:52:37Z,3830e28199fbf361a48f1c4cd1687ccba44b6271a0a5dea3cc438f4b07d94133,167.186.83.161,146.5.58.28,443,8333,bc1qdju2yw9dLcwHerKDjwpuHpwMWXvtTxS5oyGbbw|bc1q8JeWVYTJd6GSo6TwPVTvP9ZzB9ntqR7vdiMjJn,bc1qPDKhnsTQNXte9wr93G13LJdUwLR5AogFd4u2Az,0.31671013|0.71063637,1.02734650,TR,AS9121
2026-08-13T22:53:01Z,670a63042b4c03f2f1d5263fbed82d4a89f52a0725064ba23ade0d9e079c7cbb,154.204.185.11,16.116.148.243,18333,8333,bc1qUSworts5bF1RmurX8dbPNkLS4hi6QbwN6vWqrK,bc1qNkYqEXKrJfRSR1V9FSRo4rKwysXH7A1c7b1DUa|bc1qUSworts5bF1RmurX8dbPNkLS4hi6QbwN6vWqrK,0.35093683,0.26198672|0.08895011,SG,AS14061
2026-08-13T22:53:24Z,9cbe237e91bb352edd4027d4eabce4f0116239a011e4e59fb0311fb4e3dc61ff,167.186.83.202,143.102.159.213,18333,443,bc1qhdzh33svL8MafFEEQ9wbTnnjS17uFZMMp1rx2B,bc1qJ3V14cHq6Ndn69KATdpMXyMFvmbN5nDkfxXRnG|bc1qhdzh33svL8MafFEEQ9wbTnnjS17uFZMMp1rx2B,2.13177345,1.77277155|0.35900190,BR,AS28573
2026-08-13T22:53:27Z,44c1cff33873efeca8f18b0c1fb99ed32e514e29c57fdf6d60d94a6806320c69,19.123.40.181,137.231.61.92,8333,18333,bc1q4QMAcxUUeEFusQ6hvjMpZbq2qoWp1rvjMD9kS2|bc1qGEPGtg4n1hNbMxqvU6QhKVjG6iNxRuRGeYdCPP|bc1qZn83KM4y9LEnWES5zNmssaYERqS9V6EmPZofSd,bc1qyyPaZpFdVZQV1bC4t2Hb3TXMXj6vvCvDRd6LfS|bc1qZn83KM4y9LEnWES5zNmssaYERqS9V6EmPZofSd,1.26212053|1.15890235|1.16590521,2.64737349|0.93955460,SG,AS14061
2026-08-13T22:53:28Z,1cbc60170938ebd4d6717e4d4fb90c4e6edf64fa827d73b06e64e2d968c3f4eb,72.216.108.193,134.54.152.50,9050,8333,bc1qsLCLctWuGeTBR9Pf6abGm5CLidsXoVGqiUnsWX,bc1qocK3YSYZeogkzuxYFn4a2UdMc5JziTyX8YgiPV|bc1qsLCLctWuGeTBR9Pf6abGm5CLidsXoVGqiUnsWX,0.09989142,0.06727859|0.03261283,BR,AS28573
2026-08-13T22:53:29Z,611f68be014508289dbc71a56c6db3264d4a181267ebaf2c0a83e232c85ecc14,199.64.65.228,220.28.117.161,9050,9050,bc1qcTDGCELEw2tqSNybrYKKymbmacDgyiBGWNfo1v,bc1qitYQGSXnJdWbNAHf5H8RucS15DtHYWceuJZdTD|bc1qcTDGCELEw2tqSNybrYKKymbmacDgyiBGWNfo1v,16.41537544,14.71500294|1.70037250,BR,AS28573
2026-08-13T22:53:39Z,61d3c4982bd7ac7dcb27e202bdb2ebcf2a25e1828dd7de4b1b9345b092deb698,172.255.202.43,61.70.252.97,9050,443,bc1q2QMiaj332AXwkCo95LCMWjwD8U2fLFdms8rEqS,bc1qej4y3VEaZMHSVqnFhLoYKGwSqdFudh3cfJ7E7d|bc1q2QMiaj332AXwkCo95LCMWjwD8U2fLFdms8rEqS,10.67538616,8.38000118|2.29538498,GB,AS2856
2026-08-13T22:53:45Z,6ae10e0f8d06be0519e203207d7ccad4e00941d9c801851a6b366ec9041179f1,28.194.49.22,72.71.126.54,8333,8333,bc1qZAQSfS5e96AinUzdVwpzLcvqmyReYcLaXdquZh,bc1qeXBahogrvRAukG3dm8D2VMTATmETZrgXxwpo4n|bc1qZAQSfS5e96AinUzdVwpzLcvqmyReYcLaXdquZh,21.51838330,13.91231599|7.60606731,HK,AS45102
2026-08-13T22:53:47Z,5502eff3c130a79ee224b101c12fb98652d297136493cff525d8865779736879,44.81.216.56,62.71.52.214,8333,8333,bc1qVXxp9HCkeuMtKD6TQCSyRvydF22cighF6WDHmw|bc1qMWm2q4iiChVsi91SDhLMd68BGanrviq9wfkTsM,bc1qPb4uukxUpZawCZQkm3E7WCzFnM5nEYEdhg13RE,1.42739807|1.69845907,3.12585714,DE,AS51167
2026-08-13T22:53:49Z,6c1bccf3712ba14fa48a4820f2c9812f90a3f7fd51aabacf55b187b981d06ecc,160.87.125.36,215.16.161.122,9050,8333,bc1qGhhs7PyYtMZNgDd7rbhMGjSo93QzJuLfDrGeCV|bc1qG6uHPmRuQ7Zs8BWQf6zuX42GJGzqWJDovAPyRt|bc1qNqFkMJKqw3VqanekTWWmZxabteyBinzo9t7q3p,bc1qGjKiikpBYB2DxvcbRkBu5zXPn1ib4tw5fsRGu3,0.24005742|0.50529020|0.38977593,1.13512355,GB,AS2856
2026-08-13T22:53:59Z,d8c6251c73a4ac193508269362351ff25c9d48c2a70ae8aa254cd7197dd05275,179.136.174.31,143.102.159.183,18333,8333,bc1qxEoGNoT9D4DfWLHw2ZZz4qrvUY3ZofcX3fB3kn|bc1q8fmg6bvoumhyKxF66DkwAtRR77NbJcNc4NBtSG,bc1qLUHrMAGue12H5QBLxAyywpaRYbQNHYy1s5ZeXq,0.32346210|0.67507542,0.99853752,GB,AS2856
2026-08-13T22:54:07Z,705261b0cde543646efe9e248a975bcd07137106d894c70a41c43f19fa198396,158.165.250.222,100.82.0.12,443,8333,bc1qDGEC1BGP53AtQzitNPw48gyoFNKNsnkz3FwSeZ|bc1quctcKmsEgDqrGDyBKwGSBeU91tb2PdppbiF89v|bc1qsJqJ6Bye4VrNqfSMxgfg948AGYSD5XWLeQJB51,bc1qyoS7xEd89DYWHQfieaLk7mpEGYTZV1NmZr1Ye5,1.97558909|2.21594391|1.19385842,5.38539142,DE,AS51167
2026-08-13T22:54:11Z,f728a1773b46b5a654125f97210324813f4788cffb5c15c2a84752d1822f003b,158.165.250.63,160.87.125.121,9050,18333,bc1qnQv82LTh9M1Te9dTMRbNw8Auk4xTr9qVyTnYCf|bc1qmwmjom1KPYodWwy9Q8xaKmi4W2EFiga96KVckv|bc1qFpMm2gVerEHkyJx959d8LUxsjQz1CAsDKzYWcw,bc1qN3mWivvcR2KGQTqyU3Nz3FnGVJUeZGE2SXiVjE,2.23540447|2.04116669|1.00062486,5.27719601,GB,AS2856
2026-08-13T22:54:16Z,3c80fed62f8f399bd4b871e9b820a04232f43fab75b0fb135c1449114e870576,107.137.33.248,146.5.58.174,8333,8333,bc1qR1JXveJjqVzy6qdg1EZ2EN8qooHwaetqMoGcBn,bc1q1EX59eFakV11mNu8xUm9X5FR6ot77MQyL9Rruq|bc1qazBnbz1qq8aEAGQE3UzZZNUboLkvUYThYZ2gSJ,37.68342809,17.88117242|19.80225567,DE,AS51167
2026-08-13T22:54:33Z,d7a27c8149c74f6a7287fe150d7064626d287d7b22ee0d4c7830a2cb6ae316bf,167.186.83.5,61.229.142.218,18333,8333,bc1qdju2yw9dLcwHerKDjwpuHpwMWXvtTxS5oyGbbw|bc1q8JeWVYTJd6GSo6TwPVTvP9ZzB9ntqR7vdiMjJn,bc1qddiTMJTqRAZgYmDP7aftRBANAVrMhS41B9G39F|bc1q8JeWVYTJd6GSo6TwPVTvP9ZzB9ntqR7vdiMjJn,0.03783364|0.07607622,0.06661766|0.04729220,TR,AS9121
2026-08-13T22:54:45Z,c486501b753ea3f3dcc945876ed9d088cb3f9fdd0a1f76731c91fbd0ad618a96,134.54.152.239,107.191.224.140,8333,9050,bc1qSRAKZ5FChDNjoV2xV5vGfaKcBAcM48k5Tab2go,bc1qDFFJJEXjTvXjtEkJbs7K3udbtmH6o45xUYfE35|bc1qSRAKZ5FChDNjoV2xV5vGfaKcBAcM48k5Tab2go,11.65734051,6.76878911|4.88855140,SG,AS14061
2026-08-13T22:54:54Z,bdc33d331df4219906a563aff032c30c9c78618b2b59ab5d111eacd10b94e09d,107.137.33.46,100.82.0.6,8333,443,bc1qC3vnSwiokMf631nJvHDSHyESJKHEuBprdtsTe6,bc1qajhCX9WeMQdRjez3Mm7hPxz1BTXNNiz7CPLBWb|bc1qHABmqn1h4WhAByVSnZGMBWZ4whZzyVbMjX74fE,9.35226607,5.50987387|3.84239220,GB,AS2856
2026-08-13T22:54:57Z,8ca41bd21c84b36974ffab2ee439685da8f48a0fbd76bbf4056e6b0d411dafe2,25.119.51.137,28.194.49.66,8333,8333,bc1qGQkmqgdZfZyreVzAz86V2ovbZheKjZ2uuw5bSz,bc1qU67QaRUtaU86ddXuvRVPepnaDjDBT5Xx3oMx2N|bc1qGQkmqgdZfZyreVzAz86V2ovbZheKjZ2uuw5bSz,0.09710237,0.07546921|0.02163316,GB,AS2856
2026-08-13T22:55:15Z,a99f632d3f5dd823a3998c772c5f8e1028dcc24f83d64189036782f4368dfb97,100.82.0.159,100.82.0.104,9050,8333,bc1qyMZEpVsJSU5LoLXVU6ZiqiTZYj1JoWoeTSjiws|bc1qvRcyAng2pQn9QSNfeQ2aig5JnBmFmF1oCdnCYU|bc1qWopZNBHWLxLu91DMfHK72zpxkBoFsZXiFvP6bp,bc1qyY4BRDAYSvYjUytqxPfStxtHpNaVipRRgHuehH|bc1qarbQhBm8YcfMNygtg4tdaLnyks5BcRNQtavyx8,0.07740421|0.25032158|0.20131473,0.34780847|0.18123205,NL,AS9009
2026-08-13T22:55:22Z,86c16d77cbd391074106371c89082720c2acd07d56c4ebec4d25e8f679825894,160.87.125.247,178.44.216.188,8333,8333,bc1qKVEk8LoypyzaEtScWLWXowYH1W2FSRTxqPS11k,bc1qHhHyyUTS73P7LfopR6b4RxZSBZucRqppamaXgB|bc1qKVEk8LoypyzaEtScWLWXowYH1W2FSRTxqPS11k,9.36229293,6.67399206|2.68830087,SG,AS14061
2026-08-13T22:55:25Z,5129f39b2003f03bc4528d6923934ee116c0f0ffc963542a6d0adf7498ccc8d4,13.15.47.83,152.98.35.104,18333,8333,bc1qQdWpvGqw4vep7C5ZMAXzDK66KoS6DG6NyiPQDw|bc1qbEw7eFLbqd6cznq3o4Db5uHxRDH9nfuCLB7mfy,bc1qE8c1NDjtxrDfSButVHvUySUuA6Pe5aGv9mwX23,0.32692140|0.27922758,0.60614898,DE,AS51167
2026-08-13T22:56:14Z,6b9b109219e3eb73150ff031ea211f1689c7cef9fa21e4f4ab4adb99cd2178d1,25.119.51.209,134.54.152.156,8333,9050,bc1qDmGDiy6EQkp5LiaMNps2W2ARH2U9tsU1RVKn7M,bc1qad1giBVPoEhpATgkVxE6z79q8eoRPUMs9GJi6G,2.63722882,2.63722882,TR,AS9121
2026-08-13T22:56:14Z,1e437e6ce2e734c5d6d4b9558bde5cc26ea4a11d09941259a8bc1757484cc0bd,220.101.78.10,61.229.142.245,8333,8333,bc1qysuA2uv4zyokaKZJ9RuHrxbEEqEUwVkdR2sZBm|bc1qgQqx6dEQ4uiyx157zNKS8XPszanmzni4by4Eao|bc1qbfSYoph6mER1wNhkHfKzUyf92cQTJdnv48xDAH,bc1qKeinejj6r24wLizBz3AacvyTwT8Sb3p5ygf3GK|bc1qbfSYoph6mER1wNhkHfKzUyf92cQTJdnv48xDAH,0.25126583|0.30993516|0.45204194,0.50811440|0.50512853,DE,AS51167
2026-08-13T22:56:15Z,c7a881af4e6b94f3139ade0e1e9af2c746e14ac64a63f90df680208198a00821,220.28.117.70,148.101.214.127,8333,8333,bc1qnqHbxHrSXDMVqH9AEEmAABnZ2h7qfKHAPcjwpd|bc1qAnujkhxCCoPS4RCuygNEQi4zRGvzhsoXxtG5wi,bc1qDPcQeFuPZ4mEjphNyiBZa2N2tYM3xYnjZ6ekyz,1.40535773|4.00330745,5.40866518,BR,AS28573
2026-08-13T22:56:22Z,984a321a8aa2493b4d79802d2e1c8399a67fb503bc38d3c92bf76fd802682f20,60.119.13.189,107.137.33.29,8333,443,bc1qaET6xs5mDGuiafCU3ZXZbyCtc5PsCXbXD1KucU|bc1qCMk5MC8VmLTMvjEMoFXttsZ47Zdx7PUkXDKJxR,bc1qMxMuwktLJkmmQ7bePuA19aKQrYTNB7EAZFvDsz|bc1qCMk5MC8VmLTMvjEMoFXttsZ47Zdx7PUkXDKJxR,0.89103456|1.08556125,1.36027211|0.61632370,DE,AS51167
2026-08-13T22:56:24Z,f84d786b242077806d56d4e67240407de8f88085d7dbf758e2ed69a33eba09cd,16.116.148.243,46.236.194.10,9050,8333,bc1qNkYqEXKrJfRSR1V9FSRo4rKwysXH7A1c7b1DUa|bc1qfEZhAPvw9sbkehK1LEeGrQ8S29SfrnNXVQ9mUT,bc1qL2W7HSteVhn7HoYjeYottumGK8cPnMdN3anEYK,0.89329285|0.79240009,1.68569294,IR,AS58224
2026-08-13T22:56:27Z,845cc49859aedf7a54d958c1df59b4665c1e3db7dbaab2f2570bff5106208ed7,44.81.216.207,157.32.197.228,443,18333,bc1qkyRqFSctzs5QjLym6aQuapfd34AVXmBdv81raL|bc1q2uSXmsyz8c9CpCTTywXdiJr6g2rZVZiZUNEZqN,bc1qrrFjoBXENrY8AQRzXC5AwG12crNWjZxdPse8QF|bc1qkyRqFSctzs5QjLym6aQuapfd34AVXmBdv81raL,0.15298574|0.34788494,0.35452105|0.14634963,BR,AS28573
2026-08-13T22:56:52Z,eb04e67693db8ebfebfb9573a566a2738b3e6da6e0824cbb9a760924fba30733,44.81.216.196,215.16.161.139,18333,9050,bc1qmcAHbbvSDo5GxWGW5LQ3F5vvx8b3mARkRhet8H,bc1qAPKWBgBnbKCCvnmzjsABG83Md9VHQCEcn3jMPA,7.13363330,7.13363330,GB,AS2856
2026-08-13T22:57:00Z,ff884bfad1d2276bfdf9e6661999901bb50c17e3c7fd4aa90cb57737a1322b5d,45.232.1.137,178.44.216.31,8333,443,bc1qJjFk8Nyiaexqqz47RiwHyreojAzwiZ6N1DVr38,bc1qZx5CAMf3tesmNRSqbKnHZopAGYGhDVdr5sC796|bc1qCcJdVSuun4GgRiqV19qKGRM9wqzmL3PPFmqUHZ,2.28466073,1.99013284|0.29452789,SG,AS14061
2026-08-13T22:57:05Z,21f4967c3b84cab2ed60c947183a2f3365f688414f20122bd01acb53669f8378,168.57.12.144,25.119.51.168,8333,443,bc1qix3yB6F87UWdPoKBazpEByRYk27pq6SVZ88tUW|bc1qBY3CG8cfUXC3v8CgPf2zwG7jrWYhMSzdmm11m1|bc1qm7iehqp6WRxNvyEuqCKwLaGHEsxZrX8Q5MKoYL,bc1qyukp5XLRxf3xBepaE8s2HGvpbuJ5gRSBAd6txD,0.93437094|0.47896639|0.27681515,1.69015248,GB,AS2856
